id,pred,true,latency_ms,cpu_percent,mem_percent,accuracy_cumulative,timestamp
,normal,normal,24.133920669555664,36.0,68.2,0.6048387096774194,1758114572.0205681
,normal,normal,23.000001907348633,32.0,68.2,0.608,1758114572.047057
,normal,normal,23.094892501831055,48.4,68.2,0.6111111111111112,1758114572.073602
,normal,suspect,23.189067840576172,40.0,68.2,0.6062992125984252,1758114572.100279
,early,early,23.276090621948242,0.0,68.2,0.609375,1758114572.127003
,early,early,23.239850997924805,0.0,68.2,0.6124031007751938,1758114572.1537652
,early,early,22.753000259399414,0.0,68.2,0.6153846153846154,1758114572.180165
,early,early,20.81894874572754,0.0,68.2,0.6183206106870229,1758114572.2044291
,normal,suspect,19.90985870361328,0.0,68.2,0.6136363636363636,1758114572.2279942
,normal,early,20.303964614868164,0.0,68.2,0.6090225563909775,1758114572.251938
,normal,early,20.794153213500977,0.0,68.2,0.6044776119402985,1758114572.2765188
,normal,normal,26.59893035888672,0.0,68.2,0.6074074074074074,1758114572.306824
,normal,suspect,22.490978240966797,0.0,68.2,0.6029411764705882,1758114572.332782
,normal,early,23.41485023498535,0.0,68.2,0.5985401459854015,1758114572.359634
,normal,early,22.50504493713379,0.0,68.2,0.5942028985507246,1758114572.3856099
,normal,normal,22.62091636657715,0.0,68.2,0.5971223021582733,1758114572.411629
,normal,suspect,23.37932586669922,0.0,68.2,0.5928571428571429,1758114572.438443
,normal,normal,21.924972534179688,0.0,68.2,0.5957446808510638,1758114572.464649
,normal,normal,21.87514305114746,0.0,68.2,0.5985915492957746,1758114572.49014
,normal,rolling element failure,23.5748291015625,0.0,68.2,0.5944055944055944,1758114572.5171561
,normal,normal,22.756099700927734,0.0,68.2,0.5972222222222222,1758114572.54333
,normal,normal,22.215843200683594,0.0,68.2,0.6,1758114572.568956
,normal,normal,23.16117286682129,0.0,68.2,0.6027397260273972,1758114572.595636
,normal,suspect,23.939847946166992,0.0,68.2,0.5986394557823129,1758114572.623029
,normal,suspect,23.808717727661133,0.0,68.2,0.5945945945945946,1758114572.6502268
,normal,normal,22.09615707397461,0.0,68.2,0.5973154362416108,1758114572.6757
,normal,normal,22.55082130432129,0.0,68.2,0.6,1758114572.701698
,normal,normal,22.27306365966797,0.0,68.2,0.6026490066225165,1758114572.7274182
,normal,normal,21.136045455932617,0.0,68.2,0.6052631578947368,1758114572.751957
,normal,normal,20.868778228759766,0.0,68.2,0.6078431372549019,1758114572.776269
,normal,normal,24.654865264892578,0.0,68.2,0.6103896103896104,1758114572.804529
,normal,suspect,23.8037109375,0.0,68.2,0.6064516129032258,1758114572.83186
,normal,suspect,23.121118545532227,0.0,68.2,0.6025641025641025,1758114572.8584478
,normal,early,22.67909049987793,47.3,68.3,0.5987261146496815,1758114572.884634
,normal,early,22.477149963378906,53.6,68.3,0.5949367088607594,1758114572.910511
,normal,normal,23.240089416503906,56.0,68.3,0.5974842767295597,1758114572.937163
,normal,suspect,21.70395851135254,0.0,68.3,0.59375,1758114572.9622731
,normal,normal,21.58808708190918,0.0,68.3,0.5962732919254659,1758114572.988021
,normal,normal,23.757219314575195,0.0,68.3,0.5987654320987654,1758114573.015305
,normal,rolling element failure,24.271011352539062,0.0,68.3,0.5950920245398773,1758114573.043311
,normal,normal,24.421215057373047,0.0,68.3,0.5975609756097561,1758114573.0712361
,normal,normal,21.79884910583496,0.0,68.3,0.6,1758114573.096443
,normal,normal,18.70894432067871,0.0,68.3,0.6024096385542169,1758114573.118649
,normal,normal,20.15995979309082,0.0,68.3,0.6047904191616766,1758114573.1423419
,normal,suspect,20.663022994995117,0.0,68.3,0.6011904761904762,1758114573.166548
,normal,early,21.94809913635254,0.0,68.3,0.5976331360946746,1758114573.1919959
,normal,early,22.50981330871582,0.0,68.3,0.5941176470588235,1758114573.2180438
,normal,normal,24.358034133911133,0.0,68.3,0.5964912280701754,1758114573.2461572
,normal,suspect,21.197080612182617,0.0,68.3,0.5930232558139535,1758114573.270807
,early,early,23.373842239379883,0.0,68.3,0.5953757225433526,1758114573.2976599
,normal,early,26.618003845214844,0.0,68.3,0.5919540229885057,1758114573.327996
,normal,normal,21.570205688476562,0.0,68.3,0.5942857142857143,1758114573.353312
,normal,normal,25.166034698486328,0.0,68.3,0.5965909090909091,1758114573.3825102
,normal,normal,22.66407012939453,0.0,68.3,0.5988700564971752,1758114573.408963
,normal,normal,24.103164672851562,0.0,68.3,0.601123595505618,1758114573.4367301
,normal,suspect,25.803089141845703,0.0,68.3,0.5977653631284916,1758114573.466254
,normal,suspect,21.735191345214844,0.0,68.3,0.5944444444444444,1758114573.49177
,normal,normal,23.637056350708008,0.0,68.3,0.5966850828729282,1758114573.519674
,normal,normal,24.262189865112305,0.0,68.3,0.5989010989010989,1758114573.54741
,normal,normal,23.088932037353516,0.0,68.3,0.6010928961748634,1758114573.573925
,normal,suspect,23.355960845947266,0.0,68.3,0.5978260869565217,1758114573.600679
,normal,normal,23.607730865478516,0.0,68.3,0.6,1758114573.627768
,normal,normal,22.810697555541992,0.0,68.3,0.6021505376344086,1758114573.654038
,normal,rolling element failure,23.791790008544922,0.0,68.3,0.5989304812834224,1758114573.681281
,normal,suspect,23.47874641418457,0.0,68.3,0.5957446808510638,1758114573.708271
,normal,early,22.716760635375977,0.0,68.3,0.5925925925925926,1758114573.734455
,normal,early,21.847963333129883,0.0,68.3,0.5894736842105263,1758114573.759721
,normal,normal,23.207902908325195,0.0,68.3,0.5916230366492147,1758114573.786348
,normal,normal,23.215055465698242,0.0,68.3,0.59375,1758114573.812941
,normal,normal,22.981882095336914,0.0,68.3,0.5958549222797928,1758114573.839317
,normal,normal,24.422168731689453,0.0,68.3,0.5979381443298969,1758114573.8673139
,normal,normal,24.929046630859375,57.2,68.4,0.6,1758114573.895874
,early,early,22.356033325195312,42.3,68.4,0.6020408163265306,1758114573.921658
,early,early,21.98505401611328,0.0,68.4,0.6040609137055838,1758114573.947099
,early,early,24.486780166625977,0.0,68.4,0.6060606060606061,1758114573.975075
,early,early,22.75681495666504,0.0,68.4,0.6080402010050251,1758114574.001371
,normal,imminent failure,22.28689193725586,0.0,68.4,0.605,1758114574.027049
,normal,imminent failure,25.38275718688965,0.0,68.4,0.6019900497512438,1758114574.05658
,normal,inner race failure,23.837804794311523,0.0,68.4,0.599009900990099,1758114574.08413
,normal,stage 2 failure,22.62091636657715,0.0,68.4,0.5960591133004927,1758114574.1102111
,normal,normal,24.230003356933594,0.0,68.4,0.5980392156862745,1758114574.1378949
,normal,normal,22.567033767700195,0.0,68.4,0.6,1758114574.16395
,normal,normal,22.252798080444336,0.0,68.4,0.6019417475728155,1758114574.1896698
,normal,suspect,23.524999618530273,0.0,68.4,0.5990338164251208,1758114574.2166731
,normal,normal,24.07383918762207,0.0,68.4,0.6009615384615384,1758114574.244135
,normal,normal,22.959232330322266,0.0,68.4,0.6028708133971292,1758114574.2705889
,normal,normal,23.32592010498047,0.0,68.4,0.6047619047619047,1758114574.297345
,normal,normal,23.957014083862305,0.0,68.4,0.6066350710900474,1758114574.3247008
,suspect,suspect,21.125078201293945,0.0,68.4,0.6084905660377359,1758114574.349518
,normal,normal,23.237228393554688,0.0,68.4,0.6103286384976526,1758114574.3763452
,normal,normal,20.149946212768555,0.0,68.4,0.6121495327102804,1758114574.3999848
,normal,rolling element failure,23.075103759765625,0.0,68.4,0.6093023255813953,1758114574.426759
,normal,suspect,23.148059844970703,0.0,68.4,0.6064814814814815,1758114574.453398
,normal,normal,23.057222366333008,0.0,68.4,0.6082949308755761,1758114574.479991
,normal,suspect,23.087263107299805,0.0,68.4,0.6055045871559633,1758114574.5066009
,normal,stage 2 failure,22.20630645751953,0.0,68.4,0.6027397260273972,1758114574.532282
,normal,suspect,22.89724349975586,0.0,68.4,0.6,1758114574.558646
,normal,early,21.261930465698242,0.0,68.4,0.5972850678733032,1758114574.5841
,normal,early,21.763086318969727,0.0,68.4,0.5945945945945946,1758114574.609364
,normal,normal,20.528316497802734,0.0,68.4,0.5964125560538116,1758114574.6333408
,normal,suspect,22.037029266357422,0.0,68.4,0.59375,1758114574.6587899
,normal,early,20.651578903198242,0.0,68.4,0.5911111111111111,1758114574.682868
,normal,early,23.95176887512207,0.0,68.4,0.588495575221239,1758114574.710211
,normal,normal,21.457195281982422,0.0,68.4,0.5903083700440529,1758114574.735262
,normal,normal,21.908044815063477,0.0,68.4,0.5921052631578947,1758114574.760787
,normal,normal,22.337913513183594,0.0,68.4,0.5938864628820961,1758114574.786626
,normal,normal,21.565914154052734,0.0,68.4,0.5956521739130435,1758114574.811685
,normal,rolling element failure,19.466876983642578,0.0,68.4,0.5930735930735931,1758114574.834543
,suspect,suspect,23.685932159423828,0.0,68.4,0.5948275862068966,1758114574.8618639
,normal,normal,21.268129348754883,0.0,68.4,0.5965665236051502,1758114574.886552
,normal,suspect,22.836923599243164,42.2,68.4,0.594017094017094,1758114574.9128609
,normal,rolling element failure,22.95994758605957,36.0,68.4,0.5914893617021276,1758114574.939275
,normal,normal,23.032188415527344,46.4,68.4,0.5932203389830508,1758114574.965811
,normal,normal,22.888898849487305,34.6,68.4,0.5949367088607594,1758114574.992203
,normal,normal,19.961833953857422,41.7,68.4,0.5966386554621849,1758114575.0156019
,normal,suspect,22.385120391845703,48.1,68.4,0.5941422594142259,1758114575.0414321
,normal,suspect,23.49114418029785,63.0,68.4,0.5916666666666667,1758114575.0684822
,normal,early,23.18096160888672,44.4,68.4,0.5892116182572614,1758114575.095839
,normal,early,21.6062068939209,0.0,68.4,0.5867768595041323,1758114575.1210089
,normal,normal,21.032094955444336,0.0,68.4,0.588477366255144,1758114575.14557
,normal,suspect,21.319866180419922,0.0,68.4,0.5860655737704918,1758114575.170292
,normal,normal,20.793676376342773,0.0,68.4,0.5877551020408164,1758114575.194485
,normal,suspect,20.368099212646484,0.0,68.4,0.5853658536585366,1758114575.2184699
,normal,stage 2 failure,22.179126739501953,0.0,68.4,0.582995951417004,1758114575.244095
,normal,normal,21.186113357543945,0.0,68.4,0.5846774193548387,1758114575.2687318
,normal,normal,23.579120635986328,0.0,68.4,0.5863453815261044,1758114575.2959201
,normal,normal,25.38013458251953,0.0,68.4,0.588,1758114575.324803
,normal,normal,24.218082427978516,0.0,68.4,0.5896414342629482,1758114575.352412
,normal,suspect,21.914958953857422,0.0,68.4,0.5873015873015873,1758114575.37776
,normal,early,23.811817169189453,0.0,68.4,0.5849802371541502,1758114575.404953
,normal,early,22.809982299804688,0.0,68.4,0.5826771653543307,1758114575.43118
,normal,normal,23.680925369262695,0.0,68.4,0.5843137254901961,1758114575.458328
,normal,normal,23.026227951049805,0.0,68.4,0.5859375,1758114575.484791
,normal,normal,19.54364776611328,0.0,68.4,0.5875486381322957,1758114575.5076969
,normal,normal,23.918867111206055,0.0,68.4,0.5891472868217055,1758114575.535257
,normal,normal,23.81420135498047,0.0,68.4,0.5907335907335908,1758114575.562602
,normal,normal,22.341012954711914,0.0,68.4,0.5923076923076923,1758114575.588344
,normal,normal,23.964881896972656,0.0,68.4,0.5938697318007663,1758114575.6164732
,normal,normal,21.358013153076172,0.0,68.4,0.5954198473282443,1758114575.64129
,normal,suspect,23.00572395324707,0.0,68.4,0.5931558935361216,1758114575.6676962
,normal,suspect,22.762060165405273,0.0,68.4,0.5909090909090909,1758114575.693868
,normal,normal,23.267030715942383,0.0,68.4,0.5924528301886792,1758114575.7204978
,normal,normal,20.003080368041992,0.0,68.4,0.5939849624060151,1758114575.743911
,normal,normal,23.41771125793457,0.0,68.4,0.5955056179775281,1758114575.7707589
,normal,suspect,21.283626556396484,0.0,68.4,0.5932835820895522,1758114575.795535
,normal,normal,23.141860961914062,0.0,68.4,0.5947955390334573,1758114575.822196
,normal,normal,19.701004028320312,0.0,68.4,0.5962962962962963,1758114575.8453472
,normal,rolling element failure,21.81720733642578,0.0,68.4,0.5940959409594095,1758114575.870659
,normal,normal,22.525787353515625,0.0,68.4,0.5955882352941176,1758114575.896626
,normal,normal,23.564815521240234,43.9,68.4,0.5970695970695971,1758114575.923671
,normal,normal,21.137237548828125,44.4,68.4,0.5985401459854015,1758114575.9483361
,normal,suspect,21.744251251220703,36.0,68.4,0.5963636363636363,1758114575.973491
,normal,normal,23.701906204223633,0.0,68.4,0.5978260869565217,1758114576.000596
,normal,normal,24.40500259399414,0.0,68.4,0.5992779783393501,1758114576.028386
,normal,normal,24.850130081176758,0.0,68.4,0.6007194244604317,1758114576.0567548
,normal,normal,20.79319953918457,0.0,68.4,0.6021505376344086,1758114576.0809212
,normal,suspect,21.548986434936523,0.0,68.4,0.6,1758114576.105867
,normal,early,22.00603485107422,0.0,68.4,0.597864768683274,1758114576.1318882
,normal,early,22.754192352294922,0.0,68.4,0.5957446808510638,1758114576.1581
,normal,normal,24.335145950317383,0.0,68.4,0.5971731448763251,1758114576.185759
,normal,normal,21.73590660095215,0.0,68.4,0.5985915492957746,1758114576.210911
,normal,normal,22.11475372314453,0.0,68.4,0.6,1758114576.236533
,normal,normal,22.755146026611328,0.0,68.4,0.6013986013986014,1758114576.262691
,normal,normal,23.05006980895996,0.0,68.4,0.6027874564459931,1758114576.2891572
,suspect,suspect,22.761821746826172,0.0,68.4,0.6041666666666666,1758114576.3153331
,normal,normal,24.1391658782959,0.0,68.4,0.6055363321799307,1758114576.34284
,normal,normal,22.290945053100586,0.0,68.4,0.6068965517241379,1758114576.368507
,normal,rolling element failure,19.27924156188965,0.0,68.4,0.6048109965635738,1758114576.391229
,normal,suspect,21.561145782470703,0.0,68.4,0.6027397260273972,1758114576.416225
,normal,normal,23.699045181274414,0.0,68.4,0.6040955631399317,1758114576.443305
,normal,normal,25.50482749938965,0.0,68.4,0.6054421768707483,1758114576.472508
,normal,normal,23.4982967376709,0.0,68.4,0.6067796610169491,1758114576.499418
,normal,suspect,26.476144790649414,0.0,68.4,0.6047297297297297,1758114576.52937
,normal,early,23.401975631713867,0.0,68.4,0.6026936026936027,1758114576.5563352
,normal,early,22.934913635253906,0.0,68.4,0.6006711409395973,1758114576.582735
,normal,normal,22.166013717651367,0.0,68.4,0.6020066889632107,1758114576.608453
,normal,normal,22.916078567504883,0.0,68.4,0.6033333333333334,1758114576.63478
,normal,normal,24.875879287719727,0.0,68.4,0.6046511627906976,1758114576.663928
,normal,normal,21.681785583496094,0.0,68.4,0.6059602649006622,1758114576.6892328
,normal,suspect,23.015975952148438,0.0,68.4,0.6039603960396039,1758114576.71564
,normal,normal,22.861242294311523,0.0,68.4,0.6052631578947368,1758114576.741913
,normal,normal,21.97575569152832,0.0,68.4,0.6065573770491803,1758114576.767363
,normal,normal,20.727157592773438,0.0,68.4,0.6078431372549019,1758114576.7916129
,normal,rolling element failure,21.619081497192383,0.0,68.4,0.6058631921824105,1758114576.816682
,normal,suspect,22.312164306640625,0.0,68.4,0.6038961038961039,1758114576.8424242
,normal,normal,23.286819458007812,0.0,68.4,0.6051779935275081,1758114576.869334
,normal,suspect,22.95398712158203,0.0,68.4,0.603225806451613,1758114576.895815
,normal,stage 2 failure,23.565053939819336,0.0,68.4,0.6012861736334405,1758114576.922836
,normal,suspect,23.8950252532959,42.0,68.4,0.5993589743589743,1758114576.950347
,normal,early,22.723913192749023,43.5,68.4,0.597444089456869,1758114576.976725
,normal,early,23.869037628173828,34.5,68.4,0.5955414012738853,1758114577.004024
,normal,normal,23.792028427124023,37.0,68.4,0.5968253968253968,1758114577.031182
,normal,suspect,22.97186851501465,0.0,68.4,0.5949367088607594,1758114577.0575302
,normal,normal,21.207094192504883,0.0,68.4,0.5962145110410094,1758114577.082196
,normal,suspect,23.21600914001465,0.0,68.4,0.5943396226415094,1758114577.108917
,normal,rolling element failure,20.2639102935791,0.0,68.4,0.5924764890282131,1758114577.1326468
,normal,normal,21.08597755432129,0.0,68.4,0.59375,1758114577.157203
,normal,normal,22.86696434020996,0.0,68.4,0.5950155763239875,1758114577.1845179
,normal,normal,23.982763290405273,0.0,68.4,0.5962732919254659,1758114577.212045
,normal,rolling element failure,23.458003997802734,0.0,68.4,0.5944272445820433,1758114577.238979
,normal,suspect,21.345138549804688,0.0,68.4,0.5925925925925926,1758114577.263781
,normal,normal,22.947072982788086,0.0,68.4,0.5938461538461538,1758114577.290177
,normal,normal,22.865772247314453,0.0,68.4,0.5950920245398773,1758114577.316501
,normal,rolling element failure,23.54907989501953,0.0,68.4,0.5932721712538226,1758114577.3435678
,normal,normal,24.468183517456055,0.0,68.4,0.5945121951219512,1758114577.371377
,normal,normal,23.4067440032959,0.0,68.4,0.5957446808510638,1758114577.3982122
,normal,normal,24.348020553588867,0.0,68.4,0.5969696969696969,1758114577.426004
,normal,normal,24.72090721130371,0.0,68.4,0.5981873111782477,1758114577.454227
,normal,normal,23.662090301513672,0.0,68.4,0.5993975903614458,1758114577.481298
,normal,normal,23.797988891601562,0.0,68.4,0.6006006006006006,1758114577.508485
,normal,normal,21.33774757385254,0.0,68.4,0.6017964071856288,1758114577.533262
,normal,suspect,22.509098052978516,0.0,68.4,0.6,1758114577.55943
,normal,suspect,24.298906326293945,0.0,68.4,0.5982142857142857,1758114577.587423
,early,early,23.028850555419922,0.0,68.4,0.599406528189911,1758114577.613916
,normal,early,22.980928421020508,0.0,68.4,0.5976331360946746,1758114577.640307
,normal,normal,20.545005798339844,0.0,68.4,0.5988200589970502,1758114577.664317
,normal,suspect,23.50616455078125,0.0,68.4,0.5970588235294118,1758114577.69122
,normal,normal,22.420883178710938,0.0,68.4,0.5982404692082112,1758114577.717812
,normal,suspect,23.720979690551758,0.0,68.4,0.5964912280701754,1758114577.74492
,normal,stage 2 failure,23.90909194946289,0.0,68.4,0.5947521865889213,1758114577.772436
,early,early,23.87404441833496,0.0,68.4,0.5959302325581395,1758114577.799732
,early,early,23.3001708984375,0.0,68.4,0.5971014492753624,1758114577.826429
,early,early,23.014068603515625,0.0,68.4,0.5982658959537572,1758114577.8528872
,early,early,22.619962692260742,0.0,68.4,0.5994236311239193,1758114577.878977
