id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;mode;profile;;lat;cpu;mem
;early;early;21,5280056;42,2;1,014947891;0,382716049;1758787136;ml;rpi3;;;;
;early;early;21,463871;38;1,01518631;0,390243902;1758787136;ml;rpi3;;;;
;early;early;20,8158493;39,4;1,015377045;0,397590361;1758787136;ml;rpi3;;;;
;early;early;29,49213982;34,6;1,017045975;0,404761905;1758787136;ml;rpi3;;;;
;early;early;23,11706543;39,6;1,017332077;0,411764706;1758787136;ml;rpi3;;;;
;early;early;27,28223801;35,2;1,017570496;0,418604651;1758787136;ml;rpi3;;;;
;early;early;35,2742672;28,7;1,019096375;0,425287356;1758787136;ml;rpi3;;;;
;early;early;21,89588547;40,1;1,020479202;0,431818182;1758787136;ml;rpi3;;;;
;normal;suspect;42,97685623;28,2;1,022148132;0,426966292;1758787136;ml;rpi3;;;;
;normal;normal;20,43914795;39,8;1,022338867;0,433333333;1758787136;ml;rpi3;;;;
;imminent failure;suspect;25,25615692;37,5;1,022577286;0,428571429;1758787136;ml;rpi3;;;;
;stage 2 failure;rolling element failure;20,24388313;39,9;1,022863388;0,423913043;1758787136;ml;rpi3;;;;
;normal;normal;23,3809948;38,6;1,023054123;0,430107527;1758787136;ml;rpi3;;;;
;normal;normal;20,31111717;39,8;1,023387909;0,436170213;1758787136;ml;rpi3;;;;
;imminent failure;normal;24,22499657;38,1;1,023721695;0,431578947;1758787136;ml;rpi3;;;;
;early;rolling element failure;21,56615257;39,2;1,02391243;0,427083333;1758787136;ml;rpi3;;;;
;normal;normal;20,99609375;39,2;1,024103165;0,432989691;1758787136;ml;rpi3;;;;
;normal;normal;21,08883858;39,3;1,0242939;0,43877551;1758787136;ml;rpi3;;;;
;imminent failure;normal;21,12388611;39,7;1,024484634;0,434343434;1758787136;ml;rpi3;;;;
;early;suspect;23,62632751;41,6;1,024961472;0,43;1758787136;ml;rpi3;;;;
;normal;suspect;24,95408058;44,6;1,02519989;0,425742574;1758787136;ml;rpi3;;;;
;normal;normal;22,60684967;39;1,025390625;0,431372549;1758787136;ml;rpi3;;;;
;stage 2 failure;suspect;22,34506607;39;1,025676727;0,427184466;1758787136;ml;rpi3;;;;
;imminent failure;stage 2 failure;21,08120918;39,7;1,025915146;0,423076923;1758787136;ml;rpi3;;;;
;normal;suspect;22,68266678;38,2;1,026105881;0,419047619;1758787136;ml;rpi3;;;;
;normal;normal;20,74027061;1,2;1,026344299;0,424528302;1758787137;ml;rpi3;;;;
;early;normal;21,84009552;1,1;1,026535034;0,420560748;1758787138;ml;rpi3;;;;
;early;normal;21,92902565;1,1;1,026630402;0,416666667;1758787139;ml;rpi3;;;;
;normal;normal;21,84700966;1,1;1,027011871;0,422018349;1758787140;ml;rpi3;;;;
;normal;normal;20,06101608;1;1,027202606;0,427272727;1758787141;ml;rpi3;;;;
;imminent failure;normal;21,14796638;1,1;1,027393341;0,423423423;1758787142;ml;rpi3;;;;
;early;normal;33,42366219;2;1,02763176;0,419642857;1758787143;ml;rpi3;;;;
;normal;suspect;23,32806587;1,2;1,028156281;0,415929204;1758787144;ml;rpi3;;;;
;normal;early;20,62511444;1,1;1,028442383;0,412280702;1758787145;ml;rpi3;;;;
;early;early;19,7160244;1;1,028633118;0,417391304;1758787146;ml;rpi3;;;;
;early;early;25,74181557;1,2;1,028871536;0,422413793;1758787147;ml;rpi3;;;;
;normal;normal;26,88384056;1,3;1,029062271;0,427350427;1758787148;ml;rpi3;;;;
;normal;normal;26,62396431;1,9;1,030063629;0,43220339;1758787149;ml;rpi3;;;;
;early;normal;21,33202553;1,9;1,030683517;0,428571429;1758787150;ml;rpi3;;;;
;early;normal;22,0041275;1,1;1,031017303;0,425;1758787151;ml;rpi3;;;;
;normal;suspect;23,28300476;1,5;1,031160355;0,421487603;1758787152;ml;rpi3;;;;
;normal;normal;17,59576797;1,1;1,031398773;0,426229508;1758787154;ml;rpi3;;;;
;imminent failure;normal;22,54796028;1,1;1,031637192;0,422764228;1758787155;ml;rpi3;;;;
;stage 2 failure;rolling element failure;21,71111107;1,1;1,031827927;0,419354839;1758787156;ml;rpi3;;;;
;normal;normal;31,59213066;1,4;1,032066345;0,424;1758787157;ml;rpi3;;;;
;normal;normal;22,71723747;1,2;1,032304764;0,428571429;1758787158;ml;rpi3;;;;
;stage 2 failure;normal;18,54896545;1,1;1,032686234;0,42519685;1758787159;ml;rpi3;;;;
;early;suspect;21,04330063;1,1;1,032876968;0,421875;1758787160;ml;rpi3;;;;
;early;early;34,68298912;1,7;1,033067703;0,426356589;1758787161;ml;rpi3;;;;
;early;early;20,9736824;1,2;1,033258438;0,430769231;1758787162;ml;rpi3;;;;
;early;early;22,45497704;1,1;1,033496857;0,435114504;1758787163;ml;rpi3;;;;
;early;early;21,88110352;2;1,033830643;0,439393939;1758787164;ml;rpi3;;;;
;normal;suspect;21,52013779;1,1;1,034021378;0,436090226;1758787165;ml;rpi3;;;;
;normal;early;24,69015121;1,8;1,034212112;0,432835821;1758787166;ml;rpi3;;;;
;early;early;32,86409378;1,7;1,034355164;0,437037037;1758787167;ml;rpi3;;;;
;early;normal;28,87606621;1,3;1,034545898;0,433823529;1758787168;ml;rpi3;;;;
;normal;suspect;21,4881897;1,1;1,034736633;0,430656934;1758787169;ml;rpi3;;;;
;normal;early;23,6427784;1,1;1,034975052;0,427536232;1758787170;ml;rpi3;;;;
;early;early;21,12698555;1,1;1,035261154;0,431654676;1758787171;ml;rpi3;;;;
;early;normal;19,02699471;1;1,035547256;0,428571429;1758787172;ml;rpi3;;;;
;normal;suspect;25,07185936;1,5;1,035785675;0,425531915;1758787173;ml;rpi3;;;;
;normal;normal;19,84786987;1,1;1,03597641;0,429577465;1758787174;ml;rpi3;;;;
;imminent failure;normal;20,54023743;1,1;1,036071777;0,426573427;1758787175;ml;rpi3;;;;
;suspect;rolling element failure;20,71285248;1;1,036453247;0,423611111;1758787176;ml;rpi3;;;;
;normal;normal;21,58117294;1,1;1,036643982;0,427586207;1758787177;ml;rpi3;;;;
;normal;normal;23,37193489;1,8;1,037883759;0,431506849;1758787178;ml;rpi3;;;;
;stage 2 failure;normal;23,84996414;2,1;1,038217545;0,428571429;1758787179;ml;rpi3;;;;
;early;suspect;30,74812889;1,4;1,038408279;0,425675676;1758787180;ml;rpi3;;;;
;suspect;suspect;24,81579781;2,1;1,038646698;0,429530201;1758787181;ml;rpi3;;;;
;normal;normal;20,87903023;1,1;1,038837433;0,433333333;1758787182;ml;rpi3;;;;
;suspect;normal;25,11286736;1,2;1,038980484;0,430463576;1758787183;ml;rpi3;;;;
;early;normal;20,27702332;1;1,039171219;0,427631579;1758787184;ml;rpi3;;;;
;normal;normal;20,92885971;1,1;1,039361954;0,431372549;1758787185;ml;rpi3;;;;
;normal;normal;19,12403107;1;1,039552689;0,435064935;1758787186;ml;rpi3;;;;
;imminent failure;normal;20,5950737;1,1;1,039743423;0,432258065;1758787187;ml;rpi3;;;;
;early;suspect;37,77194023;1,5;1,04060173;0,429487179;1758787188;ml;rpi3;;;;
;normal;suspect;24,66630936;1,2;1,04060173;0,426751592;1758787189;ml;rpi3;;;;
;normal;early;21,3508606;1,2;0,925922394;0,424050633;1758787190;ml;rpi3;;;;
;early;early;19,81592178;1;0,921821594;0,427672956;1758787191;ml;rpi3;;;;
;early;normal;25,39277077;1,3;0,924825668;0,425;1758787192;ml;rpi3;;;;
;normal;suspect;26,04222298;1,6;0,929164886;0,422360248;1758787193;ml;rpi3;;;;
;normal;normal;23,97990227;1,9;0,929498672;0,425925926;1758787194;ml;rpi3;;;;
;stage 2 failure;normal;20,25604248;1,1;0,929689407;0,423312883;1758787195;ml;rpi3;;;;
;stage 2 failure;rolling element failure;27,66513824;1,7;0,931930542;0,420731707;1758787196;ml;rpi3;;;;
;normal;normal;20,60604095;1,1;0,934076309;0,424242424;1758787197;ml;rpi3;;;;
;normal;normal;29,37531471;1,6;0,934410095;0,427710843;1758787198;ml;rpi3;;;;
;early;normal;20,85590363;1,2;0,93460083;0,425149701;1758787199;ml;rpi3;;;;
;early;normal;20,38693428;1,1;0,9370327;0,422619048;1758787200;ml;rpi3;;;;
;normal;suspect;19,32477951;1;0,937223434;0,420118343;1758787201;ml;rpi3;;;;
;normal;early;18,5110569;1;0,937604904;0,417647059;1758787202;ml;rpi3;;;;
;early;early;20,16615868;1,1;0,93793869;0,421052632;1758787203;ml;rpi3;;;;
;early;normal;18,80025864;1;0,938129425;0,418604651;1758787204;ml;rpi3;;;;
;normal;suspect;21,9502449;1,1;0,93832016;0,416184971;1758787205;ml;rpi3;;;;
;normal;early;21,50082588;1,1;0,938510895;0,413793103;1758787206;ml;rpi3;;;;
;early;early;20,79725266;1,1;0,93870163;0,417142857;1758787207;ml;rpi3;;;;
;early;normal;35,34197807;1,3;0,940322876;0,414772727;1758787208;ml;rpi3;;;;
;normal;normal;21,94261551;1,7;0,940608978;0,418079096;1758787209;ml;rpi3;;;;
;normal;normal;25,76398849;3,8;1,088809967;0,421348315;1758787210;ml;rpi3;;;;
;imminent failure;normal;23,49901199;1,2;1,089191437;0,418994413;1758787211;ml;rpi3;;;;
;normal;suspect;30,57599068;1,4;1,091098785;0,416666667;1758787212;ml;rpi3;;;;
;imminent failure;suspect;26,27778053;1,5;1,092290878;0,414364641;1758787213;ml;rpi3;;;;
;normal;normal;27,3308754;1,3;1,086997986;0,417582418;1758787214;ml;rpi3;;;;
;stage 2 failure;normal;32,59086609;1,5;1,085233688;0,415300546;1758787215;ml;rpi3;;;;
;early;normal;34,22212601;1,5;1,085424423;0,413043478;1758787217;ml;rpi3;;;;
;normal;suspect;25,95877647;1,2;1,085662842;0,410810811;1758787218;ml;rpi3;;;;
;normal;normal;34,15775299;1,5;1,08590126;0,413978495;1758787219;ml;rpi3;;;;
;stage 2 failure;normal;23,70905876;1,3;1,086044312;0,411764706;1758787220;ml;rpi3;;;;
;early;rolling element failure;34,50608253;1,6;1,086139679;0,409574468;1758787221;ml;rpi3;;;;
;normal;suspect;35,16697884;1,5;1,086330414;0,407407407;1758787222;ml;rpi3;;;;
;normal;early;31,60500526;1,4;1,086568832;0,405263158;1758787223;ml;rpi3;;;;
;early;early;21,57998085;1,1;1,086854935;0,408376963;1758787224;ml;rpi3;;;;
;early;normal;35,84289551;2,3;1,087093353;0,40625;1758787225;ml;rpi3;;;;
;normal;normal;29,93607521;2,2;1,087331772;0,409326425;1758787226;ml;rpi3;;;;
;normal;normal;34,6570015;1,9;1,087522507;0,412371134;1758787227;ml;rpi3;;;;
;suspect;normal;27,02784538;1,5;1,087665558;0,41025641;1758787228;ml;rpi3;;;;
;early;normal;36,40007973;1,7;1,087856293;0,408163265;1758787229;ml;rpi3;;;;
;early;early;37,58406639;1,6;1,088047028;0,411167513;1758787230;ml;rpi3;;;;
;early;early;23,86474609;1,2;1,088237762;0,414141414;1758787231;ml;rpi3;;;;
;early;early;28,02991867;1,4;1,088428497;0,417085427;1758787232;ml;rpi3;;;;
;early;early;20,42603493;1,1;1,085853577;0,42;1758787233;ml;rpi3;;;;
;imminent failure;imminent failure;24,42884445;1,5;1,086091995;0,422885572;1758787234;ml;rpi3;;;;
;imminent failure;imminent failure;27,16207504;1,4;1,086378098;0,425742574;1758787235;ml;rpi3;;;;
;imminent failure;inner race failure;27,84824371;1,4;1,0866642;0,42364532;1758787236;ml;rpi3;;;;
;imminent failure;stage 2 failure;36,46016121;1,5;1,086854935;0,421568627;1758787237;ml;rpi3;;;;
;normal;normal;20,33019066;1,1;1,08704567;0,424390244;1758787238;ml;rpi3;;;;
;normal;normal;37,72091866;2,6;1,087331772;0,427184466;1758787239;ml;rpi3;;;;
;early;normal;21,51608467;1,1;1,087522507;0,425120773;1758787240;ml;rpi3;;;;
;suspect;suspect;37,81867027;2,1;1,087713242;0,427884615;1758787241;ml;rpi3;;;;
;normal;normal;29,93822098;1,8;1,087903976;0,43062201;1758787242;ml;rpi3;;;;
;normal;normal;35,22181511;1,6;1,087999344;0,433333333;1758787243;ml;rpi3;;;;
;early;normal;31,43000603;1,5;1,088190079;0,431279621;1758787244;ml;rpi3;;;;
;early;normal;20,24102211;1,1;1,088380814;0,429245283;1758787245;ml;rpi3;;;;
;normal;suspect;23,76008034;1,2;1,088762283;0,427230047;1758787246;ml;rpi3;;;;
;normal;normal;26,57008171;1,3;1,089000702;0,429906542;1758787247;ml;rpi3;;;;
;early;normal;18,94688606;1,1;1,08923912;0,427906977;1758787248;ml;rpi3;;;;
;early;rolling element failure;23,43702316;1,1;1,089429855;0,425925926;1758787249;ml;rpi3;;;;
;normal;suspect;32,03392029;1,4;1,08962059;0,423963134;1758787250;ml;rpi3;;;;
;normal;normal;20,85399628;1,2;1,089811325;0,426605505;1758787251;ml;rpi3;;;;
;imminent failure;suspect;27,89497375;1,4;1,090049744;0,424657534;1758787252;ml;rpi3;;;;
;imminent failure;stage 2 failure;31,56495094;1,5;1,090240479;0,422727273;1758787253;ml;rpi3;;;;
;normal;suspect;34,89208221;3,9;1,090526581;0,42081448;1758787254;ml;rpi3;;;;
;normal;early;22,097826;1,1;1,090812683;0,418918919;1758787255;ml;rpi3;;;;
;early;early;26,60298347;1,9;1,091003418;0,421524664;1758787256;ml;rpi3;;;;
;early;normal;22,50003815;1,4;1,092433929;0,419642857;1758787257;ml;rpi3;;;;
;normal;suspect;23,00477028;1,1;1,092624664;0,417777778;1758787258;ml;rpi3;;;;
;normal;early;30,68375587;1,4;1,092815399;0,415929204;1758787259;ml;rpi3;;;;
;early;early;28,85293961;1,3;1,093006134;0,418502203;1758787260;ml;rpi3;;;;
;early;normal;35,16101837;1,4;1,093387604;0,416666667;1758787261;ml;rpi3;;;;
;normal;normal;33,22815895;1,5;1,093578339;0,419213974;1758787262;ml;rpi3;;;;
;normal;normal;27,17423439;1,3;1,093673706;0,42173913;1758787263;ml;rpi3;;;;
;stage 2 failure;normal;19,91391182;1;1,093864441;0,41991342;1758787264;ml;rpi3;;;;
;early;rolling element failure;30,42769432;1,3;1,094150543;0,418103448;1758787265;ml;rpi3;;;;
;normal;suspect;30,93504906;1,3;1,094245911;0,416309013;1758787266;ml;rpi3;;;;
;normal;normal;24,28388596;1,2;1,094436646;0,418803419;1758787267;ml;rpi3;;;;
;imminent failure;suspect;29,3970108;1,4;1,094722748;0,417021277;1758787268;ml;rpi3;;;;
;stage 2 failure;rolling element failure;36,55314445;2,3;1,09500885;0,415254237;1758787269;ml;rpi3;;;;
;normal;normal;34,57188606;2,2;1,095199585;0,417721519;1758787270;ml;rpi3;;;;
;normal;normal;30,29179573;1,5;1,09539032;0,420168067;1758787271;ml;rpi3;;;;
;stage 2 failure;normal;20,77293396;1,2;1,095485687;0,418410042;1758787272;ml;rpi3;;;;
;early;suspect;19,27781105;1,1;1,095676422;0,416666667;1758787273;ml;rpi3;;;;
;suspect;suspect;20,60317993;1,5;1,095867157;0,419087137;1758787274;ml;rpi3;;;;
;normal;early;31,89015388;1,9;1,097154617;0,417355372;1758787275;ml;rpi3;;;;
;early;early;24,68514442;1,2;1,097345352;0,419753086;1758787276;ml;rpi3;;;;
;early;normal;23,07605743;1,1;1,097536087;0,418032787;1758787277;ml;rpi3;;;;
;normal;suspect;27,17208862;1,3;1,097726822;0,416326531;1758787278;ml;rpi3;;;;
;normal;normal;34,18803215;1,4;1,097917557;0,418699187;1758787280;ml;rpi3;;;;
;imminent failure;suspect;29,32596207;1,4;1,098108292;0,417004049;1758787281;ml;rpi3;;;;
;imminent failure;stage 2 failure;20,56980133;1;1,098299026;0,415322581;1758787282;ml;rpi3;;;;
;normal;normal;27,08506584;1,2;1,09834671;0,417670683;1758787283;ml;rpi3;;;;
;normal;normal;25,10714531;1,8;1,099395752;0,42;1758787284;ml;rpi3;;;;
;imminent failure;normal;27,03118324;2,8;1,099920273;0,418326693;1758787285;ml;rpi3;;;;
;early;normal;38,38706017;2,2;1,100111008;0,416666667;1758787286;ml;rpi3;;;;
;normal;suspect;37,01305389;1,7;1,101255417;0,415019763;1758787287;ml;rpi3;;;;
;normal;early;33,13207626;1,9;1,101446152;0,413385827;1758787288;ml;rpi3;;;;
;stage 2 failure;early;28,01823616;1,3;1,101636887;0,411764706;1758787289;ml;rpi3;;;;
;early;normal;23,04887772;1,3;1,101827621;0,41015625;1758787290;ml;rpi3;;;;
;normal;normal;25,87819099;1,2;1,102018356;0,412451362;1758787291;ml;rpi3;;;;
;normal;normal;20,57909966;1,1;1,102209091;0,414728682;1758787292;ml;rpi3;;;;
;imminent failure;normal;28,44023705;1,3;1,102399826;0,413127413;1758787293;ml;rpi3;;;;
;early;normal;30,89118004;1,3;1,102590561;0,411538462;1758787294;ml;rpi3;;;;
;normal;normal;26,71575546;1,5;1,102781296;0,413793103;1758787295;ml;rpi3;;;;
;normal;normal;20,14017105;1,1;1,102972031;0,416030534;1758787296;ml;rpi3;;;;
;stage 2 failure;normal;29,01983261;1,3;1,103162766;0,414448669;1758787297;ml;rpi3;;;;
;early;suspect;28,68890762;1,3;1,103401184;0,412878788;1758787298;ml;rpi3;;;;
;imminent failure;suspect;34,67297554;2,6;1,103687286;0,411320755;1758787299;ml;rpi3;;;;
;normal;normal;35,09402275;1,7;1,103878021;0,413533835;1758787300;ml;rpi3;;;;
;imminent failure;normal;31,98480606;2,2;1,104068756;0,411985019;1758787301;ml;rpi3;;;;
;suspect;normal;43,31898689;2,3;1,104545593;0,410447761;1758787302;ml;rpi3;;;;
;normal;suspect;60,47987938;2,9;1,10502243;0,408921933;1758787303;ml;rpi3;;;;
;normal;normal;28,56087685;1,8;1,105260849;0,411111111;1758787304;ml;rpi3;;;;
;stage 2 failure;normal;23,99921417;1,8;1,105451584;0,409594096;1758787305;ml;rpi3;;;;
;stage 2 failure;rolling element failure;27,56905556;1,3;1,105690002;0,408088235;1758787306;ml;rpi3;;;;
;normal;normal;32,5782299;1,6;1,105880737;0,41025641;1758787307;ml;rpi3;;;;
;normal;normal;21,19207382;1,1;1,106071472;0,412408759;1758787308;ml;rpi3;;;;
;imminent failure;normal;32,23586082;1,3;1,106262207;0,410909091;1758787309;ml;rpi3;;;;
;early;suspect;24,54400063;1,2;1,106452942;0,40942029;1758787310;ml;rpi3;;;;
;normal;normal;23,74005318;1,3;1,106643677;0,411552347;1758787311;ml;rpi3;;;;
;normal;normal;21,10505104;1,1;1,106786728;0,413669065;1758787312;ml;rpi3;;;;
;early;normal;27,02832222;1,3;1,048946381;0,41218638;1758787313;ml;rpi3;;;;
;early;normal;32,06014633;2,1;1,013278961;0,410714286;1758787314;ml;rpi3;;;;
;normal;suspect;44,39711571;2,6;1,014232635;0,409252669;1758787315;ml;rpi3;;;;
;normal;early;26,88312531;2,1;1,014709473;0,407801418;1758787316;ml;rpi3;;;;
;stage 2 failure;early;35,45594215;1,7;1,017999649;0,406360424;1758787317;ml;rpi3;;;;
;early;normal;29,35099602;1,5;1,019477844;0,404929577;1758787318;ml;rpi3;;;;
;normal;normal;25,76088905;1,2;1,022100449;0,407017544;1758787319;ml;rpi3;;;;
;normal;normal;28,3870697;1,3;1,023292542;0,409090909;1758787320;ml;rpi3;;;;
;imminent failure;normal;25,94614029;1,2;1,023483276;0,407665505;1758787321;ml;rpi3;;;;
;early;normal;30,70020676;1,4;1,024341583;0,40625;1758787322;ml;rpi3;;;;
;normal;suspect;33,02311897;1,5;1,025009155;0,404844291;1758787323;ml;rpi3;;;;
;normal;normal;22,46689796;1,2;1,025295258;0,406896552;1758787324;ml;rpi3;;;;
;imminent failure;normal;23,6082077;1,2;1,02558136;0,405498282;1758787325;ml;rpi3;;;;
;stage 2 failure;rolling element failure;30,68113327;1,4;1,026725769;0,404109589;1758787326;ml;rpi3;;;;
;imminent failure;suspect;24,16300774;1,3;1,027917862;0,402730375;1758787327;ml;rpi3;;;;
;normal;normal;30,04097939;1,3;1,030683517;0,404761905;1758787328;ml;rpi3;;;;
;early;normal;26,26776695;2;1,031970978;0,403389831;1758787329;ml;rpi3;;;;
;early;normal;33,41579437;2,1;1,032161713;0,402027027;1758787331;ml;rpi3;;;;
;normal;suspect;28,25593948;1,3;1,032590866;0,400673401;1758787332;ml;rpi3;;;;
;normal;early;33,96677971;1,6;1,032686234;0,399328859;1758787333;ml;rpi3;;;;
