id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;mode;profile;;lat;cpu;mem
;normal;suspect;126,2979507;4,1;11,72633171;0,65625;1758284056;dl;cloud;;;;
;normal;early;149,9509811;3,9;11,72652245;0,651162791;1758284057;dl;cloud;;;;
;early;early;129,2691231;4,1;11,72652245;0,653846154;1758284058;dl;cloud;;;;
;early;early;145,3199387;4,1;11,72657013;0,65648855;1758284059;dl;cloud;;;;
;early;early;146,3220119;4,5;11,72657013;0,659090909;1758284060;dl;cloud;;;;
;suspect;suspect;127,5548935;3,9;11,72676086;0,661654135;1758284061;dl;cloud;;;;
;normal;early;140,2070522;3,9;11,72676086;0,656716418;1758284062;dl;cloud;;;;
;normal;early;134,114027;3,5;11,72680855;0,651851852;1758284063;dl;cloud;;;;
;normal;normal;139,6048069;5,3;11,7269516;0,654411765;1758284065;dl;cloud;;;;
;suspect;suspect;153,6021233;5,2;11,72719002;0,656934307;1758284066;dl;cloud;;;;
;normal;early;131,685257;4,1;11,72719002;0,652173913;1758284067;dl;cloud;;;;
;normal;early;122,6871014;3,8;11,72709465;0,647482014;1758284068;dl;cloud;;;;
;normal;normal;128,0591488;4,2;11,72709465;0,65;1758284069;dl;cloud;;;;
;suspect;suspect;136,7082596;4,3;11,72814369;0,65248227;1758284070;dl;cloud;;;;
;normal;normal;130,4900646;4;11,72814369;0,654929577;1758284071;dl;cloud;;;;
;normal;normal;143,1663036;3,9;11,72814369;0,657342657;1758284072;dl;cloud;;;;
;normal;rolling element failure;139,7161484;4;11,72819138;0,652777778;1758284073;dl;cloud;;;;
;normal;normal;135,6971264;3,9;11,72823906;0,655172414;1758284074;dl;cloud;;;;
;normal;normal;133,3730221;4,5;11,72823906;0,657534247;1758284075;dl;cloud;;;;
;normal;normal;172,2071171;4,7;11,72838211;0,659863946;1758284076;dl;cloud;;;;
;normal;suspect;142,3778534;4;11,72857285;0,655405405;1758284077;dl;cloud;;;;
;suspect;suspect;127,7332306;6,6;9,29069519;0,657718121;1758284078;dl;cloud;;;;
;normal;normal;129,8029423;6,4;9,290885925;0,66;1758284079;dl;cloud;;;;
;normal;normal;155,050993;3,8;9,291553497;0,662251656;1758284080;dl;cloud;;;;
;normal;normal;149,6472359;4,7;9,291696548;0,664473684;1758284081;dl;cloud;;;;
;suspect;normal;139,7230625;4,1;9,291696548;0,660130719;1758284082;dl;cloud;;;;
;normal;normal;145,3580856;4,2;9,291744232;0,662337662;1758284083;dl;cloud;;;;
;normal;normal;151,2041092;4,6;9,291887283;0,664516129;1758284084;dl;cloud;;;;
;normal;suspect;138,5929585;4,7;9,291887283;0,66025641;1758284085;dl;cloud;;;;
;suspect;suspect;125,0240803;4;9,29236412;0,662420382;1758284086;dl;cloud;;;;
;normal;early;161,0879898;5,2;9,292554855;0,658227848;1758284087;dl;cloud;;;;
;normal;early;149,3229866;4;9,292840958;0,65408805;1758284088;dl;cloud;;;;
;normal;normal;137,6080513;4,4;9,292936325;0,65625;1758284089;dl;cloud;;;;
;suspect;suspect;152,2922516;4,3;9,293174744;0,658385093;1758284090;dl;cloud;;;;
;normal;normal;141,2370205;4,3;9,293222427;0,660493827;1758284091;dl;cloud;;;;
;normal;normal;154,5889378;4;9,293222427;0,662576687;1758284092;dl;cloud;;;;
;rolling element failure;rolling element failure;124,1340637;3,8;9,293222427;0,664634146;1758284093;dl;cloud;;;;
;suspect;normal;141,4937973;4,9;9,293317795;0,660606061;1758284094;dl;cloud;;;;
;normal;normal;151,1380672;3,7;9,293603897;0,662650602;1758284095;dl;cloud;;;;
;normal;normal;140,0918961;5,2;9,294080734;0,664670659;1758284096;dl;cloud;;;;
;normal;normal;139,2848492;3,9;9,294128418;0,666666667;1758284097;dl;cloud;;;;
;normal;suspect;127,0198822;3,9;9,294128418;0,662721893;1758284098;dl;cloud;;;;
;normal;early;174,2210388;5,2;9,294176102;0,658823529;1758284099;dl;cloud;;;;
;normal;early;132,4322224;4,1;9,294271469;0,65497076;1758284100;dl;cloud;;;;
;normal;normal;164,8099422;4,4;9,29441452;0,656976744;1758284101;dl;cloud;;;;
;suspect;suspect;164,8240089;4,8;9,294652939;0,658959538;1758284102;dl;cloud;;;;
;normal;early;160,0241661;5;9,295034409;0,655172414;1758284103;dl;cloud;;;;
;normal;early;162,1530056;4,2;9,295034409;0,651428571;1758284104;dl;cloud;;;;
;normal;normal;143,6910629;4;9,295034409;0,653409091;1758284105;dl;cloud;;;;
;normal;normal;136,4827156;4,5;9,295034409;0,655367232;1758284106;dl;cloud;;;;
;normal;normal;136,2369061;4,3;9,295034409;0,657303371;1758284107;dl;cloud;;;;
;normal;normal;152,9071331;3,6;9,295225143;0,659217877;1758284108;dl;cloud;;;;
;suspect;suspect;150,4268646;5,2;9,295320511;0,661111111;1758284109;dl;cloud;;;;
;normal;suspect;139,6689415;5,6;9,295320511;0,657458564;1758284110;dl;cloud;;;;
;normal;normal;151,0460377;4,2;9,295463562;0,659340659;1758284111;dl;cloud;;;;
;normal;normal;143,0931091;4;9,295511246;0,661202186;1758284112;dl;cloud;;;;
;normal;normal;125,4529953;4,1;9,296321869;0,663043478;1758284113;dl;cloud;;;;
;normal;suspect;133,286953;4,2;9,296607971;0,659459459;1758284114;dl;cloud;;;;
;normal;normal;165,4438972;4,3;9,296607971;0,661290323;1758284115;dl;cloud;;;;
;normal;normal;149,4209766;4;9,296607971;0,663101604;1758284116;dl;cloud;;;;
;normal;rolling element failure;156,7568779;5,8;9,296607971;0,659574468;1758284117;dl;cloud;;;;
;normal;suspect;153,3079147;4,1;9,296607971;0,656084656;1758284118;dl;cloud;;;;
;normal;early;147,0069885;3,9;9,296751022;0,652631579;1758284119;dl;cloud;;;;
;normal;early;134,7839832;3,9;9,296751022;0,64921466;1758284120;dl;cloud;;;;
;normal;normal;147,5639343;4,2;9,296751022;0,651041667;1758284121;dl;cloud;;;;
;normal;normal;133,5790157;4;9,296798706;0,652849741;1758284122;dl;cloud;;;;
;normal;normal;123,6190796;3,8;9,298419952;0,654639175;1758284123;dl;cloud;;;;
;normal;normal;163,0141735;4,8;9,298992157;0,656410256;1758284124;dl;cloud;;;;
;normal;normal;161,4117622;5;9,299325943;0,658163265;1758284125;dl;cloud;;;;
;normal;early;148,0901241;3,8;9,29942131;0,654822335;1758284126;dl;cloud;;;;
;early;early;132,7159405;4,9;9,299325943;0,656565657;1758284127;dl;cloud;;;;
;early;early;148,3261585;4,3;9,299325943;0,658291457;1758284129;dl;cloud;;;;
;early;early;150,9559155;3,9;9,299325943;0,66;1758284130;dl;cloud;;;;
;normal;imminent failure;161,2701416;4,2;9,299325943;0,656716418;1758284131;dl;cloud;;;;
;normal;imminent failure;138,4279728;4,1;9,299373627;0,653465347;1758284132;dl;cloud;;;;
;normal;inner race failure;154,8137665;3,7;9,299468994;0,650246305;1758284133;dl;cloud;;;;
;rolling element failure;stage 2 failure;158,2381725;4;9,299468994;0,647058824;1758284134;dl;cloud;;;;
;normal;normal;163,9480591;5,2;9,299755096;0,648780488;1758284135;dl;cloud;;;;
;normal;normal;127,6180744;4,1;9,299755096;0,650485437;1758284136;dl;cloud;;;;
;normal;normal;164,8788452;4,1;9,299755096;0,652173913;1758284137;dl;cloud;;;;
;normal;suspect;162,6729965;4;9,299945831;0,649038462;1758284138;dl;cloud;;;;
;suspect;normal;145,3118324;5,6;9,300136566;0,645933014;1758284139;dl;cloud;;;;
;normal;normal;135,2639198;3,7;9,300136566;0,647619048;1758284140;dl;cloud;;;;
;normal;normal;145,3680992;5,1;9,300136566;0,6492891;1758284141;dl;cloud;;;;
;normal;normal;150,8929729;4,1;9,300422668;0,650943396;1758284142;dl;cloud;;;;
;suspect;suspect;136,1119747;4,2;9,300327301;0,65258216;1758284143;dl;cloud;;;;
;normal;normal;147,7839947;4,1;9,300327301;0,654205607;1758284144;dl;cloud;;;;
;normal;normal;133,7800026;4;9,300327301;0,655813953;1758284145;dl;cloud;;;;
;normal;rolling element failure;131,2949657;4;9,300422668;0,652777778;1758284146;dl;cloud;;;;
;suspect;suspect;133,1100464;4,5;9,300661087;0,65437788;1758284147;dl;cloud;;;;
;normal;normal;135,1821423;3,9;9,300994873;0,655963303;1758284148;dl;cloud;;;;
;normal;suspect;137,3770237;4,4;9,30109024;0,652968037;1758284149;dl;cloud;;;;
;rolling element failure;stage 2 failure;138,3919716;4,3;9,301280975;0,65;1758284150;dl;cloud;;;;
;normal;suspect;155,0498009;4,3;9,301376343;0,647058824;1758284151;dl;cloud;;;;
;normal;early;163,5057926;4,3;9,301376343;0,644144144;1758284152;dl;cloud;;;;
;normal;early;154,6597481;3,7;9,301376343;0,641255605;1758284153;dl;cloud;;;;
;normal;normal;137,8669739;5,8;9,301567078;0,642857143;1758284154;dl;cloud;;;;
;suspect;suspect;173,4101772;5,2;9,301567078;0,644444444;1758284155;dl;cloud;;;;
;normal;early;145,2569962;5,2;9,301757813;0,64159292;1758284156;dl;cloud;;;;
;normal;early;137,7360821;5,2;9,301710129;0,63876652;1758284157;dl;cloud;;;;
;normal;normal;165,0700569;5;9,301710129;0,640350877;1758284158;dl;cloud;;;;
;suspect;normal;140,0380135;4,7;9,301710129;0,637554585;1758284159;dl;cloud;;;;
;normal;normal;135,0879669;4;9,301757813;0,639130435;1758284160;dl;cloud;;;;
;normal;normal;134,2790127;4,3;9,301805496;0,640692641;1758284161;dl;cloud;;;;
;normal;rolling element failure;124,3169308;4,1;9,302043915;0,637931034;1758284162;dl;cloud;;;;
;suspect;suspect;161,5040302;5,2;9,302186966;0,639484979;1758284163;dl;cloud;;;;
;normal;normal;163,5508537;4,3;9,302186966;0,641025641;1758284164;dl;cloud;;;;
;normal;suspect;140,1040554;4,1;9,302186966;0,638297872;1758284165;dl;cloud;;;;
;rolling element failure;rolling element failure;150,7499218;4;9,302186966;0,639830508;1758284166;dl;cloud;;;;
;normal;normal;158,2422256;3,9;9,302186966;0,641350211;1758284167;dl;cloud;;;;
;normal;normal;131,8519115;3,7;9,302186966;0,642857143;1758284168;dl;cloud;;;;
;normal;normal;161,1919403;4,7;9,302282333;0,644351464;1758284169;dl;cloud;;;;
;suspect;suspect;154,599905;5,2;9,302377701;0,645833333;1758284170;dl;cloud;;;;
;normal;suspect;164,7486687;5,4;9,302425385;0,643153527;1758284171;dl;cloud;;;;
;normal;early;144,6230412;4,7;9,302377701;0,640495868;1758284172;dl;cloud;;;;
;normal;early;147,5889683;4;9,302473068;0,637860082;1758284173;dl;cloud;;;;
;normal;normal;135,7288361;3,8;9,302663803;0,639344262;1758284174;dl;cloud;;;;
;suspect;suspect;162,8060341;5,2;9,302759171;0,640816327;1758284175;dl;cloud;;;;
;normal;normal;140,2001381;4;9,302759171;0,642276423;1758284176;dl;cloud;;;;
;normal;suspect;153,3288956;3,9;9,302759171;0,639676113;1758284177;dl;cloud;;;;
;rolling element failure;stage 2 failure;146,253109;4,1;9,302759171;0,637096774;1758284178;dl;cloud;;;;
;normal;normal;125,1068115;4,3;9,302759171;0,638554217;1758284179;dl;cloud;;;;
;normal;normal;146,6810703;3,9;9,302854538;0,64;1758284180;dl;cloud;;;;
;normal;normal;152,8029442;4,3;9,302854538;0,641434263;1758284181;dl;cloud;;;;
;normal;normal;146,033287;3,8;9,302902222;0,642857143;1758284182;dl;cloud;;;;
;suspect;suspect;132,8880787;3,6;9,302997589;0,644268775;1758284183;dl;cloud;;;;
;normal;early;162,5380516;4,7;9,303379059;0,641732283;1758284184;dl;cloud;;;;
;normal;early;160,5961323;5,2;9,303474426;0,639215686;1758284185;dl;cloud;;;;
;normal;normal;155,987978;3,7;9,303617477;0,640625;1758284186;dl;cloud;;;;
;normal;normal;157,0191383;3,8;9,30352211;0,642023346;1758284187;dl;cloud;;;;
;normal;normal;124,9768734;4;9,30352211;0,643410853;1758284188;dl;cloud;;;;
;normal;normal;124,1879463;4;9,30352211;0,644787645;1758284189;dl;cloud;;;;
;normal;normal;129,7872066;3,8;9,30352211;0,646153846;1758284191;dl;cloud;;;;
;suspect;normal;158,716917;4,5;9,30352211;0,643678161;1758284192;dl;cloud;;;;
;normal;normal;131,7439079;4,3;9,30352211;0,645038168;1758284193;dl;cloud;;;;
;normal;normal;143,0251598;4,1;9,303569794;0,646387833;1758284194;dl;cloud;;;;
;suspect;suspect;151,4079571;4,1;9,303569794;0,647727273;1758284195;dl;cloud;;;;
;suspect;suspect;139,8477554;4;9,303760529;0,649056604;1758284196;dl;cloud;;;;
;normal;normal;178,3459187;5,4;9,303808212;0,65037594;1758284197;dl;cloud;;;;
;normal;normal;126,6019344;4,3;9,303998947;0,651685393;1758284198;dl;cloud;;;;
;normal;normal;137,7599239;5,6;9,304189682;0,652985075;1758284199;dl;cloud;;;;
;suspect;suspect;141,4260864;4;9,304428101;0,654275093;1758284200;dl;cloud;;;;
;normal;normal;158,7400436;4,7;9,304618835;0,655555556;1758284201;dl;cloud;;;;
;normal;normal;144,5140839;5;9,304618835;0,656826568;1758284202;dl;cloud;;;;
;rolling element failure;rolling element failure;144,8988914;4,1;9,304523468;0,658088235;1758284203;dl;cloud;;;;
;normal;normal;162,9621983;4;9,304523468;0,659340659;1758284204;dl;cloud;;;;
;normal;normal;136,1370087;3,9;9,304523468;0,660583942;1758284205;dl;cloud;;;;
;normal;normal;149,6269703;4,1;9,304523468;0,661818182;1758284206;dl;cloud;;;;
;normal;suspect;160,4039669;4,3;9,304523468;0,65942029;1758284207;dl;cloud;;;;
;normal;normal;124,2570877;4,1;9,304571152;0,660649819;1758284208;dl;cloud;;;;
;normal;normal;147,8450298;4,5;9,304571152;0,661870504;1758284209;dl;cloud;;;;
;normal;normal;142,3342228;4,1;9,304571152;0,663082437;1758284210;dl;cloud;;;;
;normal;normal;148,4870911;3,9;9,304857254;0,664285714;1758284211;dl;cloud;;;;
;normal;suspect;133,0339909;4,6;9,304952621;0,661921708;1758284212;dl;cloud;;;;
;normal;early;159,3408585;3,8;9,304952621;0,659574468;1758284213;dl;cloud;;;;
;normal;early;127,1698475;5,1;9,305143356;0,657243816;1758284214;dl;cloud;;;;
;normal;normal;122,8020191;3,9;9,305143356;0,658450704;1758284215;dl;cloud;;;;
;suspect;normal;142,2729492;4,9;9,305143356;0,656140351;1758284216;dl;cloud;;;;
;normal;normal;126,7697811;4;9,305047989;0,657342657;1758284217;dl;cloud;;;;
;normal;normal;169,3561077;5,8;9,305047989;0,658536585;1758284218;dl;cloud;;;;
;normal;normal;129,545927;4,1;9,305047989;0,659722222;1758284219;dl;cloud;;;;
;suspect;suspect;121,6602325;3,8;9,305095673;0,660899654;1758284220;dl;cloud;;;;
;normal;normal;155,6391716;4;9,305143356;0,662068966;1758284221;dl;cloud;;;;
;normal;normal;150,1069069;3,8;9,305286407;0,663230241;1758284222;dl;cloud;;;;
;rolling element failure;rolling element failure;135,4749203;4,1;9,305477142;0,664383562;1758284223;dl;cloud;;;;
;suspect;suspect;167,8469181;5;9,30557251;0,66552901;1758284224;dl;cloud;;;;
;normal;normal;160,7811451;4;9,30557251;0,666666667;1758284225;dl;cloud;;;;
;normal;normal;154,6919346;4;9,30557251;0,66779661;1758284226;dl;cloud;;;;
;normal;normal;161,700964;5,4;9,30557251;0,668918919;1758284227;dl;cloud;;;;
;normal;suspect;136,0578537;3,8;9,30557251;0,666666667;1758284228;dl;cloud;;;;
;normal;early;121,9770908;5,1;9,305667877;0,66442953;1758284229;dl;cloud;;;;
;normal;early;141,7660713;3,6;9,305763245;0,662207358;1758284230;dl;cloud;;;;
;normal;normal;136,3680363;5,2;9,305858612;0,663333333;1758284231;dl;cloud;;;;
;suspect;normal;127,8107166;4,2;9,305810928;0,661129568;1758284232;dl;cloud;;;;
;normal;normal;121,0849285;3,6;9,305858612;0,662251656;1758284233;dl;cloud;;;;
;normal;normal;130,1159859;4;9,305858612;0,663366337;1758284234;dl;cloud;;;;
;normal;suspect;125,7228851;4;9,305953979;0,661184211;1758284235;dl;cloud;;;;
;suspect;normal;165,3959751;4,6;9,306001663;0,659016393;1758284236;dl;cloud;;;;
;normal;normal;157,4621201;3,9;9,306001663;0,660130719;1758284237;dl;cloud;;;;
;normal;normal;161,8812084;4,1;9,306001663;0,661237785;1758284238;dl;cloud;;;;
