id,pred,true,latency_ms,cpu_percent,mem_percent,accuracy_cumulative,timestamp
,normal,normal,102.46491432189941,35.6,68.7,0.28888888888888886,1758118672.176696
,normal,normal,126.0828971862793,39.2,68.8,0.30434782608695654,1758118673.209377
,suspect,normal,92.68784523010254,37.1,68.8,0.2978723404255319,1758118674.18575
,early,suspect,97.5198745727539,37.1,69.0,0.2916666666666667,1758118675.2032928
,normal,suspect,101.73201560974121,35.2,69.0,0.2857142857142857,1758118676.220288
,normal,normal,113.34109306335449,36.4,68.9,0.3,1758118677.244524
,imminent failure,suspect,94.30098533630371,48.8,68.9,0.29411764705882354,1758118678.234724
,stage 2 failure,rolling element failure,100.6011962890625,37.1,68.9,0.28846153846153844,1758118679.248773
,normal,normal,123.98004531860352,36.6,69.0,0.3018867924528302,1758118680.288797
,normal,normal,100.89683532714844,36.0,69.0,0.3148148148148148,1758118681.278317
,imminent failure,normal,91.88604354858398,35.9,69.0,0.3090909090909091,1758118682.2820852
,early,rolling element failure,125.02384185791016,35.7,69.1,0.30357142857142855,1758118683.328213
,normal,normal,101.17197036743164,31.4,70.3,0.3157894736842105,1758118684.317288
,normal,normal,112.75625228881836,34.9,70.4,0.3275862068965517,1758118685.33863
,imminent failure,normal,92.38195419311523,27.8,70.3,0.3220338983050847,1758118686.3336
,early,suspect,114.90893363952637,27.4,70.9,0.31666666666666665,1758118687.369809
,normal,suspect,94.19012069702148,30.3,73.8,0.3114754098360656,1758118688.363779
,normal,normal,119.34304237365723,27.1,74.4,0.3225806451612903,1758118689.400769
,stage 2 failure,normal,112.88881301879883,26.0,74.8,0.31746031746031744,1758118690.4034991
,rolling element failure,rolling element failure,132.55000114440918,30.2,78.0,0.328125,1758118691.438049
,normal,normal,123.7630844116211,31.8,78.3,0.3384615384615385,1758118692.4428768
,normal,normal,128.42702865600586,58.7,78.2,0.3484848484848485,1758118693.461447
,early,normal,99.08699989318848,41.0,78.2,0.34328358208955223,1758118694.444999
,early,normal,113.0828857421875,46.8,78.0,0.3382352941176471,1758118695.472359
,normal,suspect,105.90004920959473,36.2,78.1,0.3333333333333333,1758118696.477526
,normal,normal,125.82015991210938,36.8,78.1,0.34285714285714286,1758118697.5096169
,imminent failure,normal,113.91901969909668,35.8,78.0,0.3380281690140845,1758118698.509867
,suspect,rolling element failure,97.3658561706543,40.7,78.0,0.3333333333333333,1758118699.50701
,normal,suspect,105.1018238067627,36.4,77.9,0.3287671232876712,1758118700.52781
,normal,normal,122.52187728881836,37.1,77.8,0.33783783783783783,1758118701.5572422
,early,normal,102.91099548339844,36.4,77.7,0.3333333333333333,1758118702.5484538
,stage 2 failure,rolling element failure,114.00389671325684,38.2,77.5,0.32894736842105265,1758118703.567764
,normal,normal,103.63578796386719,35.6,77.6,0.33766233766233766,1758118704.570466
,normal,normal,117.62523651123047,37.2,77.7,0.34615384615384615,1758118705.5957708
,stage 2 failure,normal,111.6788387298584,35.2,77.7,0.34177215189873417,1758118706.603749
,early,normal,112.8230094909668,37.1,77.9,0.3375,1758118707.613784
,normal,normal,104.83717918395996,34.8,77.7,0.345679012345679,1758118708.622117
,normal,normal,95.09396553039551,42.2,77.6,0.35365853658536583,1758118709.6269891
,early,normal,95.42107582092285,37.8,77.6,0.3493975903614458,1758118710.638077
,early,suspect,98.65808486938477,39.2,77.6,0.34523809523809523,1758118711.653674
,normal,suspect,113.69609832763672,36.8,77.6,0.3411764705882353,1758118712.6810932
,normal,normal,129.22310829162598,37.4,77.7,0.3488372093023256,1758118713.708937
,imminent failure,suspect,104.12383079528809,36.2,77.5,0.3448275862068966,1758118714.695872
,imminent failure,stage 2 failure,96.56596183776855,36.6,77.6,0.3409090909090909,1758118715.701602
,normal,suspect,92.16904640197754,39.4,77.5,0.33707865168539325,1758118716.7130811
,normal,early,98.63805770874023,37.8,77.5,0.3333333333333333,1758118717.727575
,stage 2 failure,early,98.34432601928711,35.5,77.5,0.32967032967032966,1758118718.740714
,early,normal,123.44884872436523,36.5,77.5,0.32608695652173914,1758118719.776501
,normal,suspect,105.05294799804688,35.9,77.5,0.3225806451612903,1758118720.77107
,normal,suspect,107.1622371673584,36.2,77.5,0.3191489361702128,1758118721.781863
,inner race failure,suspect,107.39398002624512,43.2,77.8,0.3157894736842105,1758118722.805419
,imminent failure,stage 2 failure,107.27500915527344,55.3,77.7,0.3125,1758118723.808321
,normal,normal,117.4781322479248,37.9,77.7,0.31958762886597936,1758118724.831889
,normal,normal,120.06831169128418,39.0,77.7,0.32653061224489793,1758118725.84692
,imminent failure,normal,99.2891788482666,37.0,77.5,0.32323232323232326,1758118726.834431
,normal,suspect,93.7650203704834,37.8,77.6,0.32,1758118727.847435
,normal,normal,108.9470386505127,40.1,77.6,0.32673267326732675,1758118728.874274
,normal,normal,119.15802955627441,37.4,77.6,0.3333333333333333,1758118729.898745
,imminent failure,normal,109.23480987548828,41.9,77.4,0.3300970873786408,1758118730.90003
,early,normal,117.65098571777344,42.9,77.4,0.3269230769230769,1758118731.922216
,normal,suspect,101.34077072143555,37.4,77.4,0.3238095238095238,1758118732.922158
,normal,early,109.82108116149902,42.0,77.4,0.32075471698113206,1758118733.9356852
,early,early,123.43716621398926,37.0,76.2,0.32710280373831774,1758118734.9603462
,early,normal,117.14982986450195,37.8,76.3,0.32407407407407407,1758118735.9681761
,normal,normal,116.04595184326172,38.5,76.4,0.3302752293577982,1758118736.978533
,normal,normal,96.17090225219727,49.1,76.5,0.33636363636363636,1758118737.971953
,stage 2 failure,normal,106.76884651184082,37.3,76.4,0.3333333333333333,1758118738.993404
,early,rolling element failure,101.8671989440918,37.1,76.6,0.33035714285714285,1758118740.002708
,normal,normal,104.7821044921875,36.0,76.8,0.336283185840708,1758118741.017442
,normal,normal,112.50424385070801,37.3,77.1,0.34210526315789475,1758118742.038413
,suspect,normal,102.1261215209961,35.0,77.2,0.3391304347826087,1758118743.040928
,early,suspect,98.6027717590332,35.5,77.3,0.33620689655172414,1758118744.050365
,normal,normal,116.14704132080078,35.8,77.4,0.3418803418803419,1758118745.082221
,normal,normal,118.22199821472168,38.1,77.5,0.3474576271186441,1758118746.098699
,early,normal,107.92207717895508,35.7,77.5,0.3445378151260504,1758118747.101012
,early,normal,93.49703788757324,37.0,77.5,0.3416666666666667,1758118748.099353
,normal,normal,112.92886734008789,35.1,77.5,0.34710743801652894,1758118749.1327949
,normal,normal,107.74517059326172,41.1,77.6,0.3524590163934426,1758118750.14202
,early,normal,123.44694137573242,40.5,77.6,0.34959349593495936,1758118751.165832
,suspect,normal,100.80409049987793,38.7,77.5,0.3467741935483871,1758118752.157714
,normal,suspect,94.20895576477051,55.0,77.5,0.344,1758118753.1630878
,normal,normal,111.05608940124512,46.5,77.4,0.3492063492063492,1758118754.19218
,imminent failure,normal,95.6428050994873,37.0,77.4,0.3464566929133858,1758118755.191091
,early,rolling element failure,85.97111701965332,40.3,77.4,0.34375,1758118756.195261
,normal,normal,127.69818305969238,35.9,77.3,0.3488372093023256,1758118757.24252
,normal,normal,125.04196166992188,35.8,77.2,0.35384615384615387,1758118758.2653599
,imminent failure,normal,111.9232177734375,35.3,77.2,0.3511450381679389,1758118759.267013
,early,suspect,94.10214424133301,36.3,77.1,0.3484848484848485,1758118760.2603362
,normal,suspect,110.04209518432617,35.6,77.2,0.3458646616541353,1758118761.289773
,normal,normal,105.57389259338379,37.5,77.2,0.35074626865671643,1758118762.299118
,imminent failure,normal,108.26706886291504,37.8,77.2,0.34814814814814815,1758118763.31367
,rolling element failure,rolling element failure,94.32101249694824,36.4,77.2,0.35294117647058826,1758118764.312649
,normal,suspect,91.76492691040039,37.2,77.3,0.35036496350364965,1758118765.3208919
,normal,early,128.6637783050537,36.3,77.3,0.34782608695652173,1758118766.372712
,early,early,125.15997886657715,37.9,77.2,0.35251798561151076,1758118767.38203
,early,normal,112.32113838195801,37.0,77.2,0.35,1758118768.3831239
,normal,suspect,113.71588706970215,38.2,77.2,0.3475177304964539,1758118769.398533
,normal,normal,130.01585006713867,42.6,77.2,0.352112676056338,1758118770.428844
,stage 2 failure,suspect,111.30881309509277,40.4,77.2,0.34965034965034963,1758118771.4240918
,stage 2 failure,stage 2 failure,94.7110652923584,38.5,77.2,0.3541666666666667,1758118772.421979
,normal,normal,99.86996650695801,36.7,77.2,0.3586206896551724,1758118773.4436219
,normal,normal,127.72202491760254,38.2,77.2,0.363013698630137,1758118774.4811049
,stage 2 failure,normal,113.6312484741211,36.6,77.3,0.36054421768707484,1758118775.4795892
,early,normal,117.14291572570801,38.6,77.4,0.3581081081081081,1758118776.496982
,normal,normal,125.39410591125488,35.3,77.3,0.3624161073825503,1758118777.519062
,normal,normal,95.77584266662598,35.6,77.3,0.36666666666666664,1758118778.499155
,early,normal,93.49179267883301,35.5,77.3,0.36423841059602646,1758118779.509996
,early,rolling element failure,112.62702941894531,36.0,77.3,0.3618421052631579,1758118780.545123
,normal,normal,105.4069995880127,29.3,77.3,0.3660130718954248,1758118781.54934
,normal,normal,93.66989135742188,27.6,77.2,0.37012987012987014,1758118782.55149
,imminent failure,normal,119.94791030883789,39.8,77.2,0.36774193548387096,1758118783.5873861
,early,suspect,96.59910202026367,25.6,77.2,0.36538461538461536,1758118784.580224
,early,early,125.66399574279785,28.3,77.5,0.36942675159235666,1758118785.6253572
,early,early,98.81806373596191,26.6,77.5,0.37341772151898733,1758118786.6098099
,early,early,115.72408676147461,26.0,77.5,0.37735849056603776,1758118787.6372962
,early,early,100.16822814941406,28.6,77.5,0.38125,1758118788.6330838
,normal,suspect,129.73904609680176,31.7,76.5,0.37888198757763975,1758118789.6801689
,normal,suspect,101.42779350280762,37.7,76.5,0.3765432098765432,1758118790.662116
,inner race failure,suspect,126.70516967773438,41.9,76.7,0.37423312883435583,1758118791.69759
,imminent failure,stage 2 failure,95.40414810180664,44.9,76.9,0.3719512195121951,1758118792.6803358
,normal,normal,128.8459300994873,37.0,76.9,0.37575757575757573,1758118793.729161
,normal,normal,104.18200492858887,37.4,76.9,0.3795180722891566,1758118794.714684
,imminent failure,normal,96.58384323120117,38.0,76.8,0.3772455089820359,1758118795.721524
,early,normal,119.28105354309082,38.4,76.7,0.375,1758118796.756077
,normal,suspect,122.62392044067383,39.8,76.7,0.3727810650887574,1758118797.772565
,normal,normal,120.80788612365723,56.4,76.6,0.3764705882352941,1758118798.7835479
,inner race failure,suspect,124.97782707214355,37.6,76.6,0.3742690058479532,1758118799.802216
,stage 2 failure,stage 2 failure,132.3380470275879,34.1,76.5,0.37790697674418605,1758118800.8260689
,normal,normal,130.03182411193848,38.7,76.5,0.3815028901734104,1758118801.833267
,normal,normal,98.36506843566895,37.3,76.6,0.3850574712643678,1758118802.813568
,early,normal,102.78582572937012,37.1,76.8,0.38285714285714284,1758118803.829338
,early,suspect,124.32074546813965,36.5,76.8,0.3806818181818182,1758118804.867637
,normal,normal,120.87392807006836,38.0,76.5,0.384180790960452,1758118805.875654
,normal,normal,132.92503356933594,36.7,76.5,0.38764044943820225,1758118806.8998668
,early,normal,121.4301586151123,38.8,76.6,0.3854748603351955,1758118807.9040818
,early,normal,123.82292747497559,40.4,76.4,0.38333333333333336,1758118808.9276721
,normal,normal,134.25111770629883,39.3,76.5,0.3867403314917127,1758118809.937493
,normal,normal,125.34594535827637,39.4,76.5,0.3901098901098901,1758118810.9444559
,imminent failure,normal,101.29094123840332,40.3,76.3,0.3879781420765027,1758118811.93259
,early,suspect,105.61108589172363,48.6,76.6,0.3858695652173913,1758118812.979671
,normal,suspect,113.10505867004395,39.8,76.5,0.3837837837837838,1758118813.977973
,normal,normal,100.58999061584473,37.8,76.5,0.3870967741935484,1758118814.9846709
,imminent failure,normal,105.52811622619629,41.8,76.5,0.3850267379679144,1758118815.998241
,suspect,rolling element failure,120.25213241577148,35.7,76.4,0.3829787234042553,1758118817.0250921
,normal,normal,117.09403991699219,37.1,76.5,0.3862433862433862,1758118818.034379
,normal,normal,113.49034309387207,35.3,76.5,0.3894736842105263,1758118819.0423858
,suspect,normal,115.90409278869629,37.3,76.5,0.387434554973822,1758118820.058864
,early,normal,102.83374786376953,36.0,76.5,0.3854166666666667,1758118821.061847
,normal,suspect,115.34285545349121,37.3,76.5,0.38341968911917096,1758118822.086866
,normal,normal,100.7680892944336,35.8,76.5,0.3865979381443299,1758118823.086417
,stage 2 failure,suspect,106.78315162658691,38.4,76.5,0.38461538461538464,1758118824.099812
,stage 2 failure,stage 2 failure,133.19897651672363,35.3,76.5,0.3877551020408163,1758118825.1396868
,normal,suspect,128.2641887664795,36.3,76.4,0.38578680203045684,1758118826.146327
,normal,normal,107.13005065917969,35.1,76.4,0.3888888888888889,1758118827.138996
,imminent failure,normal,125.51188468933105,35.4,76.4,0.3869346733668342,1758118828.1721
,inner race failure,rolling element failure,129.76479530334473,36.2,76.4,0.385,1758118829.187017
,normal,normal,116.18280410766602,39.9,76.5,0.3880597014925373,1758118830.183878
,normal,normal,99.27916526794434,40.3,76.4,0.3910891089108911,1758118831.180002
,early,normal,114.86196517944336,38.4,76.5,0.3891625615763547,1758118832.212288
,early,suspect,99.5631217956543,36.0,76.3,0.3872549019607843,1758118833.207648
,normal,normal,94.72203254699707,37.8,76.4,0.3902439024390244,1758118834.216049
,normal,normal,126.04808807373047,37.3,76.4,0.3932038834951456,1758118835.259372
,imminent failure,normal,107.49006271362305,37.3,76.4,0.391304347826087,1758118836.2528472
,early,normal,134.443998336792,38.5,76.4,0.3894230769230769,1758118837.289137
,normal,normal,130.25784492492676,38.6,76.4,0.3923444976076555,1758118838.298371
,normal,normal,124.22394752502441,36.0,76.4,0.3952380952380952,1758118839.303432
,stage 2 failure,normal,112.40792274475098,38.3,76.4,0.3933649289099526,1758118840.3063302
,early,suspect,125.11110305786133,34.2,76.3,0.3915094339622642,1758118841.328741
,normal,normal,115.16690254211426,38.8,75.0,0.39436619718309857,1758118842.3311338
,normal,normal,102.47993469238281,55.9,75.1,0.397196261682243,1758118843.332026
,early,normal,124.21703338623047,40.1,75.1,0.3953488372093023,1758118844.364012
,early,normal,123.93474578857422,37.0,75.3,0.39351851851851855,1758118845.373991
,normal,normal,108.69407653808594,35.9,75.5,0.39631336405529954,1758118846.3786318
,normal,normal,130.0361156463623,36.0,75.7,0.39908256880733944,1758118847.4100301
,stage 2 failure,normal,97.4881649017334,37.3,75.9,0.3972602739726027,1758118848.389916
,early,suspect,98.17790985107422,36.5,76.1,0.39545454545454545,1758118849.402584
,early,early,109.21716690063477,38.1,76.4,0.39819004524886875,1758118850.427655
,early,early,130.36513328552246,59.3,76.3,0.4009009009009009,1758118851.46106
,early,early,103.32322120666504,41.9,76.2,0.40358744394618834,1758118852.446198
,early,early,100.78620910644531,34.9,75.9,0.40625,1758118853.4546711
,normal,suspect,102.2481918334961,40.3,75.9,0.40444444444444444,1758118854.464158
,normal,suspect,128.2041072845459,41.8,76.0,0.4026548672566372,1758118855.504791
,stage 2 failure,suspect,107.02109336853027,39.1,76.1,0.4008810572687225,1758118856.496632
,imminent failure,stage 2 failure,96.21286392211914,37.3,76.2,0.3991228070175439,1758118857.5023549
,normal,normal,122.51400947570801,49.5,76.2,0.4017467248908297,1758118858.532816
,normal,normal,112.98990249633789,37.0,76.2,0.4043478260869565,1758118859.5483499
,stage 2 failure,normal,126.67012214660645,37.2,76.2,0.4025974025974026,1758118860.5741818
,early,suspect,98.42705726623535,35.6,76.2,0.40086206896551724,1758118861.557678
,normal,normal,119.41695213317871,38.9,76.2,0.4034334763948498,1758118862.597569
,normal,normal,110.92495918273926,37.1,76.1,0.405982905982906,1758118863.597985
,suspect,normal,121.33455276489258,38.1,76.1,0.40425531914893614,1758118864.620857
,early,suspect,92.31400489807129,42.8,76.1,0.4025423728813559,1758118865.606517
,normal,suspect,113.05689811706543,39.1,76.1,0.4008438818565401,1758118866.640251
,normal,normal,96.90594673156738,38.3,76.1,0.40336134453781514,1758118867.6355782
,imminent failure,normal,110.65673828125,36.8,76.0,0.401673640167364,1758118868.65634
,stage 2 failure,rolling element failure,117.94710159301758,37.2,76.0,0.4,1758118869.6774
,normal,normal,132.8728199005127,37.3,76.1,0.4024896265560166,1758118870.7036119
,normal,normal,102.25272178649902,42.1,76.1,0.4049586776859504,1758118871.685024
,imminent failure,normal,107.13505744934082,38.2,76.1,0.40329218106995884,1758118872.7040598
,early,normal,105.41892051696777,58.9,76.1,0.4016393442622951,1758118873.716295
,normal,normal,106.49514198303223,39.4,76.0,0.40408163265306124,1758118874.727425
,normal,normal,105.96132278442383,37.8,76.1,0.4065040650406504,1758118875.74108
,early,normal,118.6368465423584,38.2,76.1,0.4048582995951417,1758118876.7687209
,early,normal,107.29098320007324,36.3,76.0,0.4032258064516129,1758118877.772465
,early,early,127.39109992980957,36.8,76.2,0.40562248995983935,1758118878.800073
,early,early,123.99482727050781,27.0,76.2,0.408,1758118879.814919
,early,early,97.83768653869629,29.1,76.2,0.4103585657370518,1758118880.79443
,early,early,134.627103805542,27.6,76.2,0.4126984126984127,1758118881.8473809
,normal,suspect,124.14216995239258,26.8,76.3,0.41106719367588934,1758118882.8485188
,normal,suspect,116.79410934448242,26.3,76.5,0.4094488188976378,1758118883.8546638
,stage 2 failure,suspect,130.4633617401123,26.9,76.9,0.40784313725490196,1758118884.8819468
,imminent failure,stage 2 failure,107.48696327209473,29.8,76.9,0.40625,1758118885.869511
,suspect,suspect,123.12197685241699,39.2,77.0,0.4085603112840467,1758118886.9082618
,normal,early,125.03933906555176,34.9,77.7,0.4069767441860465,1758118887.9202812
,stage 2 failure,early,106.7037582397461,39.4,77.5,0.40540540540540543,1758118888.907976
,early,early,122.18332290649414,36.5,77.1,0.4076923076923077,1758118889.936127
,normal,suspect,108.35504531860352,39.1,77.0,0.4061302681992337,1758118890.9355662
,normal,early,118.93916130065918,39.5,77.0,0.40458015267175573,1758118891.957522
,stage 2 failure,early,98.25801849365234,39.8,77.0,0.40304182509505704,1758118892.9489212
,early,normal,116.75190925598145,37.8,77.0,0.4015151515151515,1758118893.979476
,normal,normal,118.19887161254883,35.8,77.0,0.4037735849056604,1758118894.992967
,normal,normal,120.35703659057617,37.3,76.8,0.40601503759398494,1758118896.009442
,imminent failure,normal,125.90217590332031,36.2,76.8,0.4044943820224719,1758118897.028391
,early,suspect,131.7882537841797,36.5,76.8,0.40298507462686567,1758118898.05039
,normal,suspect,97.5799560546875,35.9,76.8,0.40148698884758366,1758118899.030446
,normal,normal,130.89585304260254,36.8,76.9,0.40370370370370373,1758118900.078051
,imminent failure,suspect,128.6299228668213,35.3,76.9,0.4022140221402214,1758118901.087991
,stage 2 failure,stage 2 failure,119.4448471069336,36.7,76.9,0.40441176470588236,1758118902.092622
,normal,suspect,130.79094886779785,48.9,77.0,0.40293040293040294,1758118903.1145558
,normal,early,125.87094306945801,36.6,77.0,0.40145985401459855,1758118904.121163
,imminent failure,early,122.2391128540039,35.7,77.0,0.4,1758118905.130166
,early,normal,129.64701652526855,36.5,77.0,0.39855072463768115,1758118906.149371
,normal,suspect,109.65800285339355,36.5,77.0,0.3971119133574007,1758118907.14331
,normal,normal,94.87700462341309,35.8,77.0,0.39928057553956836,1758118908.14077
,early,normal,125.15401840209961,36.0,77.0,0.3978494623655914,1758118909.188509
,stage 2 failure,rolling element failure,113.72494697570801,37.1,77.0,0.3964285714285714,1758118910.1858282
,normal,normal,101.75204277038574,35.8,77.0,0.398576512455516,1758118911.192349
,normal,normal,111.50693893432617,40.6,77.0,0.40070921985815605,1758118912.2097988
,imminent failure,normal,132.20572471618652,41.8,76.8,0.3992932862190813,1758118913.242938
,early,suspect,106.82225227355957,45.2,76.7,0.397887323943662,1758118914.229818
,normal,normal,114.85099792480469,37.5,76.8,0.4,1758118915.249204
,normal,normal,101.31716728210449,37.0,76.8,0.4020979020979021,1758118916.250973
,early,normal,104.949951171875,35.3,76.7,0.40069686411149824,1758118917.265567
,early,normal,106.77981376647949,55.8,77.0,0.3993055555555556,1758118918.2811022
,normal,suspect,121.92177772521973,38.6,76.7,0.39792387543252594,1758118919.308458
,normal,normal,99.4110107421875,37.4,76.7,0.4,1758118920.301226
,imminent failure,normal,107.46097564697266,37.0,76.7,0.39862542955326463,1758118921.320284
,normal,rolling element failure,97.59283065795898,36.0,76.6,0.3972602739726027,1758118922.324374
,normal,suspect,104.45690155029297,35.3,76.7,0.39590443686006827,1758118923.343961
,normal,normal,104.0351390838623,36.5,76.7,0.3979591836734694,1758118924.353607
,stage 2 failure,suspect,109.68518257141113,38.9,75.9,0.39661016949152544,1758118925.3763998
,imminent failure,stage 2 failure,97.55706787109375,37.9,75.9,0.3952702702702703,1758118926.374646
,normal,suspect,114.36271667480469,36.1,75.8,0.3939393939393939,1758118927.405243
,normal,normal,109.80510711669922,36.1,75.8,0.3959731543624161,1758118928.412183
,suspect,normal,119.38309669494629,35.8,75.9,0.39464882943143814,1758118929.435319
,stage 2 failure,rolling element failure,110.89515686035156,36.4,75.9,0.3933333333333333,1758118930.437404
,normal,suspect,117.6900863647461,37.6,75.9,0.3920265780730897,1758118931.4576252
,normal,normal,107.66911506652832,40.4,75.9,0.39403973509933776,1758118932.460033
,imminent failure,normal,115.68188667297363,52.4,76.1,0.3927392739273927,1758118933.479125
,early,normal,106.01329803466797,42.8,76.0,0.39144736842105265,1758118934.482317
,normal,imminent failure,130.11503219604492,37.6,76.1,0.3901639344262295,1758118935.519804
,normal,suspect,127.42996215820312,36.1,76.0,0.3888888888888889,1758118936.524312
,stage 2 failure,suspect,97.08809852600098,35.9,76.0,0.38762214983713356,1758118937.505124
,imminent failure,stage 2 failure,99.26986694335938,35.4,76.0,0.38636363636363635,1758118938.5218902
,normal,suspect,95.88885307312012,37.1,76.0,0.3851132686084142,1758118939.5301518
,normal,early,122.16496467590332,35.8,76.0,0.38387096774193546,1758118940.564286
,early,early,98.7098217010498,35.6,76.0,0.3858520900321543,1758118941.552572
,early,normal,90.96598625183105,34.8,76.0,0.38461538461538464,1758118942.559639
,normal,normal,112.24985122680664,34.8,76.0,0.3865814696485623,1758118943.590859
,normal,normal,96.88305854797363,35.3,76.0,0.3885350318471338,1758118944.584681
,early,normal,129.06289100646973,37.3,76.0,0.3873015873015873,1758118945.628457
,early,normal,128.52883338928223,35.2,76.0,0.3860759493670886,1758118946.642595
,normal,suspect,122.4358081817627,35.8,76.0,0.38485804416403785,1758118947.649635
,normal,early,112.90407180786133,35.4,76.0,0.3836477987421384,1758118948.653792
,imminent failure,early,112.12897300720215,35.4,76.0,0.3824451410658307,1758118949.666643
,early,normal,119.5981502532959,37.2,76.0,0.38125,1758118950.684136
,suspect,suspect,113.65294456481934,37.6,76.0,0.38317757009345793,1758118951.690599
,normal,early,121.01602554321289,41.4,76.0,0.38198757763975155,1758118952.7121
,stage 2 failure,early,127.21729278564453,40.1,76.0,0.38080495356037153,1758118953.7319942
,early,normal,93.3990478515625,39.1,76.0,0.37962962962962965,1758118954.711661
,normal,normal,95.3829288482666,36.2,76.1,0.38153846153846155,1758118955.724839
,normal,normal,110.45098304748535,35.5,76.0,0.3834355828220859,1758118956.752467
,early,normal,108.97064208984375,36.5,76.0,0.382262996941896,1758118957.766469
,early,normal,111.98592185974121,37.1,76.0,0.38109756097560976,1758118958.783623
,normal,suspect,118.34311485290527,35.9,76.0,0.3799392097264438,1758118959.793611
,normal,suspect,115.57412147521973,35.4,76.0,0.3787878787878788,1758118960.816125
,stage 2 failure,suspect,128.24106216430664,35.1,76.0,0.3776435045317221,1758118961.8425128
,imminent failure,stage 2 failure,122.29609489440918,39.8,76.1,0.37650602409638556,1758118962.84908
,normal,suspect,127.46691703796387,56.9,76.2,0.37537537537537535,1758118963.865592
,normal,normal,129.73475456237793,36.6,76.1,0.3772455089820359,1758118964.8828
,early,normal,95.41893005371094,38.1,76.2,0.3761194029850746,1758118965.862922
,early,normal,112.37215995788574,35.8,76.2,0.375,1758118966.892566
,normal,suspect,92.93985366821289,36.1,76.2,0.37388724035608306,1758118967.8864331
,normal,early,92.53907203674316,37.8,76.1,0.3727810650887574,1758118968.8930209
,early,early,92.28682518005371,36.3,76.1,0.3746312684365782,1758118969.907694
